id,text,labels
27274,"tất cả trừ mèo đen, mèo đen trong chỗ tối thì sợ. còn kèm thêm cái rèm cửa trên cửa kính ko đc đóng chặt lại  nữa","[16, 25]"
you005522,Thợ tốt,[11]
23948,Đừng quá soi mói mà các bạn thức chất thì họ cũng ngại ngùng giống mình thôi,[27]
5723,có mà thần kinh hơn ấy 😑😑😑,"[24, 25]"
4254,crush của tao đi làm rồi . hihee . sáng mai mới về cơ 🤣🤣,"[0, 2]"
tik023181,Tự hào quá đất nước việt nam 54dt ae oi🥰,"[7, 3]"
32870,Mun Aeri lỡ chàng trai thì sao? Mỹ nó lạ lắm!,"[14, 13]"
18573,quá mất dạy làm ăn kiểu này thì dẹp mẹ luôn đi,"[23, 24]"
20847,T coi mà t ghét thg l đeo kính này ghê có cái khúc nó xô ông công an nữa nhìn cái mặt t dị ứng nó ghê,"[23, 24]"
3109,đéo hiểu sao mấy thằng khốn nạn thì lại nhiều đứa yêu . anh em ngoan hiền đâu điểm danh,[25]
15989,Thương chú quá mong là chú sớm tìm được CV chúc chú khỏe mạnh bình an ạ..,"[5, 6, 3, 21]"
tik011888,"các bạn nên biết rằng điều hối hận nhất của các bạn chính là bạn nói hối hận, thực ra trên đời này k hề có sự gọi là hối hận","[12, 18, 26]"
you003806,Đừng đuổi theo ngựa mà hãy dành thời gian trồng cỏ xây dựng một sự nghiệp tuyệt vời tự nhiên ngày nào đó đàn ngựa sẽ tới . Nếu có sự nghiệp mà không may mất người mình yêu thì có thể còn trăm ngàn người khác xứng đáng hơn còn không có sự nghiệp mà có được người mình yêu cũng chông chênh thôi.,"[5, 12]"
tik012114,hối hận vì không được ở bên bố tới cuối đời,"[18, 21, 22]"
tik015960,Ngại thật 🥲,[19]
73,"lúc trước chạy xe đạp đi ngang qua đàn vịt có mấy con ngỗng lẫn trong đó . thế là dume tụi nó rượt tao vừa chạy vừa la cái thứ âm thanh nghe "" ứ ứ "" "" hiếp em đi "" làm tao sợ tụt lol :))",[16]
3209,chai này mới ghi được nhìu chữ kkk,"[27, 12, 0]"
5325,người yêu có thể có nhiều nhưng mạng sống chỉ có 1 chế nhể ?,"[3, 21]"
tik013333,"Trên 30 chenh vênh là do đoạn 2x ko cbi, bạn nào lỡ rồi thì thôi, hoan hỉ cố gắng lại, tầm này r ko than vãn ra tiền dc đâu 🥵🥵🥵","[21, 27]"
4867,cho tao hỏi mấy con súc vật tụi bây cười cái gì dzậy ? chắc tụi mày phải bị gậy vụt vào mõm thì mới hết dám ngẩng mặt nhìn đời phải không ?,"[25, 23]"
you005502,Lương tăng lương tăng😂🎉,"[0, 1, 2]"
tik023934,Giỏi quá e ạ.VN nhỏ bé nhưng lại có võ nha,"[8, 7]"
32544,Là sao z,"[15, 14]"
33638,4 năm tìm hiểu và yêu đây á 😳,"[3, 19]"
29700,Content thôi :)),"[0, 27]"
red000032,"bạn vẫn là cậu bé thì không sao.  
Đàn ông không khóc, họ lao vào vấn đề và giải quyết nó... có khi họ khóc khi nhìn thấy cái đẹp và bia thôi","[0, 11]"
5704,nhưng đứa bạn thân đều là lũ khốn,[24]
11335,Ngọc Ngân dù là lý do gì thì hậu quả như vậy cũng ko cảm thông dc tí nào chị ạ,"[24, 26]"
you000760,"Ko ngờ ông này 30t, trẻ quá anh zuy oiii","[13, 8]"
1681,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu,"[19, 24, 25]"
21542,Phạm Nguyệt Nhi chắc hater..,[27]
you003186,Người dám đương đầu với thử thách và khó khăn... bằng trí tuệ và sự nỗ lực bền bỉ để tới được mục tiêu và khát vọng của mình thì đó là người bản lĩnh... và mong cho tất cả mọi người sẽ luôn vững tin trên chặng đường phía trước... cảm ơn a Khương với những chia sẻ này ạ🤩🤩,"[5, 9]"
17126,"Thương con quá ,cố lên con nhé .","[3, 6]"
tik023733,tự hào là người Việt Nam 🇻🇳🇻🇳,[7]
16054,Chúc chú luôn vui khỏe và bình an chú nhé 💕💕💕💕💕💕💕💕,"[2, 3, 6]"
4278,dè nghị khởi tố luôn những người biết mà che dấu,"[24, 26]"
tik022230,đặc biệt là đám bạn toàn học bá trai xinh gái đẹp 🤩,"[1, 8]"
tik023465,Tự hào quá VIỆT NAM ơi🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,[7]
2751,năm ngoái là hôm hai chị em chuẩn bị làm mứt tết ... cũng không nhó có gato với họ không ... năm nay thì khác .... vẫn cô đơn nhưng không hề gato .....,"[0, 12, 15]"
6362,ngu thiệt trời,"[24, 25]"
tik016348,"ko có nhan sắc mik lmj ngta cx thấy ngứa mắt, đến bố mẹ còn chê bai mik thì còn ai thương mik ngoại trừ mik ra nữa?","[20, 21]"
28103,Nguyen Dinh Cuong vẫn vậy thôi,[27]
5706,hỏi nhây khiếp,[25]
you005515,1 con ốc cũng có thể gây ra vấn đề về an toàn,[17]
3802,wao đáng yêuc vậy chời ơiiii,"[1, 2, 13]"
you001885,Việc suy nghĩ về cái lý do mà mình buồn là 1 cách thực sự rất cần thiết để giảm bớt và vượt qua nỗi buồn !,"[12, 10, 21]"
16002,Tấm châN tình của Cô 🌹  giữa xh này đáng quý  chúc Cô SK an lành,"[3, 8, 9, 6]"
you002844,Em mới đọc cái tựa đề là em thấy vui rồi. Chị là cứu tinh của em đấy ạ. Mấy tuần nay em đi làm mà stress quá . Được xem chị Giang thật là tốt quá ❤️,[10]
tik012615,Hy vọng bạn sẽ tìm thấy những câu này phù hợp cho mục đích của mình@Thu_nhập_tại_gia_đình888,[6]
30810,Chúc mừng GĐ đã gặp đc những bs có tâm có tầm,"[8, 9, 2]"
17094,Cảm ơn 🙏,[9]
4360,tao coi tao sợ nó lọt quá bây,"[16, 17]"
26268,Án chữ thì may ra chứ thả các em ra thì hôm sau các em lại còn chẳng biết bố các em là ai,"[24, 25]"
tik016172,Thích ngta cũng ngại..,[19]
you001504,( O w O ),[13]
31077,Con số 4 ở rạch giá,[27]
tik004268,Vợ chồng yêu thương nhau là quý lắm rồi..rồi một ngày cuộc sống sẽ đổi thay..tin chắc là vậy,[5]
32138,Bông Giày Đẹp tuổi thơ m nhỉ,[27]
29679,"Tuấn Trần đấy 1 người nuôi gà của trang tại đã lên tiếng r kìa bác, đừng đụng tới vf, hay bị cắn lắm bác :))",[0]
11595,Do tk TT Pháp là xăng pha nhőť nên mőí xay ra truong hőp nhű thê này,[23]
6609,điên lò nấu dầu,[27]
tik017165,có nhan sắc nhưng vẫn ngại...,[19]
tik015483,@cuccutbietdi m hieu chua?,[14]
17301,"Quân Ngô lúc dạy học thì tình cảm đi xuống, dạy xong tình cảm đi lên :>","[0, 2, 27]"
tik000452,có pà nào xinnnn zía hong kìa,[1]
6863,thế đéo nào cái hộp bé tý lại đựng được ba cái mũ nhỉ,"[0, 13, 14]"
5529,bể mẹ cái kính cường lực mới dán :#,[25]
30855,Mới thấy vid cha kia quay luôn =)),[0]
26558,Em còn chưa được xem đoạn video đó 😂,"[0, 14]"
5405,tao giận bạn trai tao và 5 ngày rồi nó đéo dỗ tao luôn hix,"[24, 25]"
1757,"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò","[24, 25]"
4394,thêm đường hay cho thêm bánh gato về tẩm bổ :),"[1, 2, 0]"
tik024221,một viên gạch tốt người ta sẽ biết ngôi nhà an toàn....,[27]
13832,Hóng,[14]
tik020145,@tui la cn doi @nahnhuoin @cheese @hướng nội nói nhiều 🎀 mik ngại,[19]
4811,dăm ba con nhện nghĩ tao sợ (((=,"[0, 25]"
x000179,@ThuanNguyen5672 Hãy mạnh mẽ bước tiếp dù bão giông tới,"[5, 6]"
tik014336,kh phải kh có nhan sắc mới cảm thấy tự ti đou bản thân toi bit mìk có một chút nhan sắc thế nên lm j cũng phải cẩn trọng k là lại bị nói này kia dễ bị ghec lắm í:<,"[17, 21, 19]"
tik023692,tôi nhớ thái lan là nước sx gạo ngon nhất thế giới rồi mới đến nước ta mà😅😅😅,"[0, 7, 26]"
28375,"Mấy cái panchan hàn quất cũng dc gom lại r đưa lại cho khách. Trc t làm nhà hàng hàn thấy v á, tụi hàn quắc keo lắm , giữ lại nấu soup kimchi 😂","[0, 26]"
you003198,"với những người quen thì em không hề sợ sệt hay rụt rè, nhưng bước ra đường em hay ra giữa sân trường em đều bị như thế ạ :&lt;","[19, 15]"
2602,phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba,"[2, 8, 7]"
3432,"replay chục lần đoạn cuối , phê quá","[0, 1]"
1454,cho dân nhậu đi lùa 1 hôm thì đến con tép còn đéo còn nữa là hùm đất :)),"[0, 23]"
20852,TÔI XIN ĐỀ XUẤT CẤM TIKTOK Ở Việt Nam.,"[26, 25]"
you002703,Ơi Trời ra đúng thời điểm em đang cực kid stress huhuhuuu. Yêu c quá cứu tinh của em,"[10, 3, 2]"
3015,nghèo mà đi tập huấn sang chảnh ??,"[25, 26]"
6109,mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,[27]
1308,trai tài gái sắc .. danh ngôn rồi tài sản chứ tài gì !! 🤣🤣,"[0, 26]"
tik004719,cho chị xin đc với,[4]
you003324,Anh Thái đây có phải vận nước của QG không?,[14]
5732,chán vãi dạo này ngủ sớm quen :))),"[0, 20, 21]"
you005482,Như t t cũng chẳng xoắn hết cả lên à sợ vđ ấy chứ ghép con gundam thừa 1 mảnh thôi đã lú cmn cái đầu r,[17]
tik019087,"vg vg , phải ngại chứ ;(",[19]
21317,Xử nghiêm vào,"[24, 25]"
6521,mình đã học được cách giả vờ như không nghe tiếng gì .. còn bị chửi dài dài cho tới khi trưởng thành hãy tập quen với điều ấy :)),"[12, 0]"
428,khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai nấy lo hở chị hố hố ;)),"[0, 2]"
1723,bài này hay quá,"[2, 8]"
17485,Vân Nguyễn hihihi cám ơn bạn nhiều nhé.nhưng mình chưa có gd bạn ơi hihi.chúc bạn cũng mạnh khỏe bình an vui vẻ HP hén,"[2, 9, 6]"
tik012301,"Có gì đâu mà phải hối hận chứ, đều do mình quyết định cả mà. Sống là bước tiếp tới phía trước","[5, 27]"
16757,"đến đoạn Glenn tự dưng t suy sụp vlin huhu, đúng cảm giác suy sụp luôn=((","[20, 21, 22]"
2717,sau khi xem ảnh này xong tôi quyết định ... mua honda :v,"[0, 4, 1]"
31714,"thằng nào cười Messi là thằng đấy là fan của Rô điệu, mà là fan của Rô điệu thì mãi là kẻ đi sau.Xin nhấn mạnh 1 lần nữa.Messi mới là vua của làng túc cầu na","[24, 26]"
246,cái con đồ chơi đó mua ở đâu nhỉ . cười đéo nhặt được mồm . 😂😂😂,"[0, 2]"
16782,Bảo sao bỏ phim ngang đc :)),[0]
tik005292,nhìn thấy cảnh như thế này mình mới biết quý những gì mình đang có,"[9, 12, 6]"
2047,em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu :)),[0]
tik020576,ko hiểu t chơi với bạn t nói nhiều còn với mấy ng ko quen thì như 1 thk câm luôn,"[15, 21]"
16085,"Gửi lời chúc sức khỏe đến em, chúc vạn sự an lành & may mắn 🍀…. Mong các nhà Hảo Tâm vui lòng giúp đỡ trong cơn hoạn nạn, chúc em vượt qua mọi kiếp nạn … cám ơn tấm lòng Nhân Hậu của cô gái tốt bụng giữa xã hội thời nay… 🍀🍀🍀🍀🍀🌹🌹🌹🌹🌹","[4, 5, 6, 9, 3]"
tik021979,không lẽ bạn thân của mình ko thích chơi với mình sao? cậu ấy nói chuyện với ai cũng tươi và cười còn tới lượt mình thì nhăn nhó,"[14, 15]"
tik012858,@chíp tui luôn ở bên cạnh bạn đừng suy nghĩ nữa nha🫂,"[3, 6]"
3398,ngày xưa đi học văn và toán chắc noa dưới trung bình hết,[27]
tik013391,Hơi bị vất vả đấy,[27]
tik023538,tự hào mình là con người VIỆT NAM,[7]
tik022974,"Tự hào vì là đứa con của Đảng
Chói mắt chưa😂😂","[7, 0]"
tik014452,tự tin lên bạn ơi ko có nhan sắc nhưng có chi thức là được,"[5, 6]"
1891,con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3,"[3, 4, 8]"
tik014895,bộ nguyên trường ai cũng đẹp hết hay gì😌,[8]
14199,Ngô Hồng xem phim hay đi ngủ ạ,[15]
33690,Biết vậy mình cũng gắn camera iSocial Vietnam,[18]
493,mặt nhỏ dễ thương vãi =)),"[0, 3]"
5744,việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,"[18, 21, 22]"
you002490,"cảm ơn chị Giang rất nhiều luôn, sáng ra xem cái video xong mà động lực tràn đầy ấy","[9, 5]"
30767,Tuyệt vời quá Bs ơi!,"[8, 2]"
tik024130,"Thực sự rất xúc động khi các bạn ấy hành sự như vậy!, trân trọng","[9, 8, 7]"
11553,Bị chồng đấm đau ntn thì bà này y chang vậy,[27]
tik014295,"gò má cao
răng ko đẹp
da ngăm
mặt tròn vuông
nhiều lần khóc vì tự ti,xinh đẹp luôn là lợi thế🫤","[21, 19]"
tik011976,T cũng đang hối hận kinh khủng khi mất có ấy. T ngủ thật,[18]
22777,Ác ôn con ng vs nhau mk như vậy k có tình ng,"[24, 21]"
tik012302,Tiền bạc mất tìm lại...😀 tình yêu cũng dễ.. chỉ mỗi cha mẹ già đi chưa làm đc mới hối hận🥰,"[3, 18, 2]"
15204,Chúc mừng anh vượt qua,"[2, 11]"
4002,cũng đừng nghĩ là những người ân cần nhẹ nhàng với mày là tốt . xã hội bây giờ không tin bố con thằng nào được,"[25, 26]"
2568,kém sang,"[23, 26]"
25739,Zũng Bờ Hờ chu may cũng xem đó mà noi gương nha . Đừng làm au de nổi tiếng trang nhất lắm kkk,"[25, 26, 0]"
1987,"công nhận ổng nói tiếng việt giỏi ghê lun ,","[8, 13]"
tik004723,Hai vợ chồng còn trẻ sức khỏe cũng không hạn chế mà sao nghèo khó quá muốn biết lý do mới giúp được,"[14, 6]"
19975,HQ lại chuẩn bị ra phim mới,[1]
16379,Ngó nghiêng mà ko can thiep cũng là 1 tội . xđ đi là vừa quá ác,"[24, 25]"
tik004633,dân giàu..nước mạnh...,[7]
2254,bé tí mà đã có múi rồi :))),[0]
1037,tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,"[0, 7, 1]"
4701,t không phải con sến súa . ko cần quá cầu kì lãng mạn . cầu hôn tao thế này là tao đổ rồi per,"[1, 2, 3]"
11328,"Đau xót quá, trung tâm mình ko có dịch vụ đón trẻ nhưng trẻ ko đến lớp mà PH ko báo là mình sẽ nhắn tin hỏi, nhắn tin ko trả lời thì sẽ gọi. 
Sau vụ ở trường quốc tế thì các trường mầm non dùng phần mềm tự động báo trẻ đã đến lớp nhưng có những hôm con mình nghỉ cũng thấy báo đi, gửi con mà bực mình, ko yên tâm. 
Chỉ vì sự tắc trách của vài ng mà sinh mệnh của một em bé ra đi .","[20, 22]"
3361,con mẹ kia có vấn đề về thần kinh :) không cần biết ai đúng ai sai nhưng đéo lịch sự thì đã đéo có tư cách nói chuyện rồi :) con bà kia xem được video chắc buồn làm,[23]
tik018649,"ko cần quan tâm đến ánh nhìn xăm soi của mn , chúng ta sống bản thân chứ đâu sống cho ng khác",[5]
3922,per hãy gặp nhau nói bằng mồm từ tỏ tình đến chia tay để không bị cap gửi cho hội chị em =)))))))),"[25, 26]"
14929,Tôi thắc mắc là cô giáo cầm ĐT trên tay mà sao không gọi báo bảo vệ hoặc BGH nhà trường?,"[14, 25]"
x001272,"@Nesaragesaraknm Niềm mơ ước cả nhân loại , không gì so sánh được 👍🏻",[8]
tik012341,Tôi chỉ hận mình thôi..hận mình rời đi nhung hk quên được quá khứ..hối hận khi mình hk thể mỡ lòng yêu ai..cứ bị quá khứ ám ảnh..,"[18, 16]"
6023,ôi đáng yêu quá . đến bao giờ người đàn ông như thế nào mới xuất hiện trong cuộc đời tôi đây,"[4, 5, 3]"
11594,chịu,[27]
tik017121,Em chào anh/chị Em cảm ơn,[9]
6869,"ôi con cô giáo chủ nhiệm , thằng bố con mẹ bất hợp tác , những thành phần ngu lol",[24]
17184,huhu thương 😭,"[21, 22, 6]"
you000862,Chúc mừng Sinh Nhật bạn Thành nha. Mong thật nhiều điều tốt đẹp nhất sẽ đến với Thành😉<br>Cảm ơn về những điều bạn đã chia sẽ 😊,"[9, 6]"
0,người ta có bạn bè nhìn vui thật,"[21, 8]"
you001244,1. 5 nhìn; 4 chạm; 3 nghe; 2 ngửi; 1 nếm<br>2. Tư duy theo con số 3%<br>3. Phương pháp thở của BS Nguyễn Khắc Viện,[27]
5625,"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển","[0, 2, 3]"
28118,Cũng là Hương nma sao nó lạ quá🥲,"[13, 15, 21]"
17330,Giống mình thế nhở,[12]
5566,"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé","[25, 24]"
tik008839,xem mà nhớ bà nội qá trc về quê lần nào cx cho tiền k lấy ép lấy h nội mik cũng mất r🥲,"[21, 22]"
tik014583,tính ra trong cmt này đc mấy ng tự tin như t🤏,"[7, 12]"
13183,"Đang lướt tik tok, chuyển sang fb đọc được bài này cái suy ngang","[21, 27]"
23400,"Tâm Dương tưởng ăn trộm k, chạy 1 cái èoooooo =))))","[0, 13]"
26640,"Từ từ lắng xuống nó tạo lại tài khoản mới nó ""sám hối"" chứ gì ông khéo lo.",[25]
1552,muốn nói bậy ghê :)))) nuôi con chó mà nuôi ra vậy . vừa ôm vừa bị ve,"[23, 25]"
tik020641,@Kwuyền Jí Long lí do bà h bảo t này chỉ có ở vs m vs tk đ t moi thấy thoải mái th,"[3, 10]"
tik014904,rất ngại nha 😭😭😭😭,[19]
28850,Chính Nguyễn nó chính thức thách thức thầy 7 kìa,"[1, 0]"
you001986,Cám ơn chị,[9]
4614,thiếu hình ăn gà rán rồi,[20]
704,đòn tấn công cực gắt và cục sút của anh 😂😂😂,"[0, 2]"
2648,không sao đâu :) bệnh này lây qua đường tình bạn,"[0, 10]"
27603,"Thanhh Nguyệtt công nhận mấy thằng kiểu này tởm , đáng bị bớ=)) tuy nhiên","[23, 24]"
11292,Thế Giáp ng tàn ác thường sống thảnh thơi,"[23, 26]"
tik023179,Mỗi lần nghe bài hát này và những tin tức về VN nổi cả da gà vì tự hào!,"[1, 7]"
15506,tiếc vl,"[20, 21, 22]"
6522,xem hết mới biết cái video nó không phải video hài thấy buồn buồn 😪,"[20, 21]"
709,"bếp dầu , nhiều nhà vẫn dùng",[27]
tik018093,"thật ra nhan sắc tầm trung là đc mn ạ, nhan sắc mà cao quá phải giữ hình tượng vì bị ngta chú ý còn khổ hơn. T chứng kiến nhiều thằng vì hình tượng lạnk lùnk boy mà phải gồng trc đám con gái","[25, 12]"
2582,"thao trường đổ mồ hôi để chiến trường đỡ đổ máu , ý thức từ bé đi 🙂","[27, 26]"
1540,gì cũng được ?????? dễ vãi,"[0, 12, 13]"
1763,"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶","[20, 21, 0]"
1737,xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .,"[1, 2, 8]"
23393,Giờ thì hay rồi:))))),"[0, 2]"
you000003,Noi phải có cần cu và khoa học nha bạn.,"[25, 26]"
you002854,Đúng vấn đề em viết ở cmt trên instagram mong chị chia sẻ chị Giang ạ 🌸 mãi tin và thương chị Giang,[4]
you001708,Thật may mắn vì được xem video này khi tâm trạng đang bất ổn. Cảm ơn chị nhiều ạ,"[9, 10]"
you000604,"Hồi còn nhỏ, thấy mấy chú, bạn trai của dì, chạy xe bảnh tỏong, áo sơ mi, râu tóc ngay ngắn, nhìn ngưỡng mộ ghê.<br><br>Giờ mình 30 vẫn còn ngồi quán net, đc cái lương 30tr, mà lười cua gái, nên râu tóc mọc như người rừng","[8, 20, 21]"
tik017893,có ai bt tên nhạc ko,[14]
5508,phá làng phá xóm,"[24, 25]"
tik017107,hong coá nhan sắc tự ti hẵnnn,[19]
4615,boss hổng có 6 múi hả :( buồn dị,"[20, 21]"
17455,"Thằng ck nói là :"" tao lạy mày, cuối cùng tao cũng chờ được ngày này rồi ..."" rồi cười nhẹ bước đi. ...","[0, 2, 10, 1]"
tik000268,xin lỗi bà nha áo tui hơi giãn á🤗,"[19, 2]"
24523,"Lần đầu đến Phú Quốc năm 2015, hồi chưa có đầu tư zới du lịch mạnh mẽ như bây giờ, vẫn nhớ như in được đi sâu vào rừng (cái này mình không nhớ rõ để diễn đạt nữa) rồi tắm Bãi Sao. Không biết bãi này bây giờ như nào nữa, có bị phá đường rừng để mở lối vào không hay vẫn giữ nguyên. Năm đó đi bơi mà chỗ này cực ít khách, tắm tầm chiều muộn nên cảm giác đìu hiu, hoang sơ nhưng cực kì thiên nhiên lun 🤩","[1, 14, 2]"
13126,Mai vẫn vậy,"[27, 20]"
6079,tao thấy mấy thằng đi sh 10 thằng thì 9 thằng không mũ ngông nghênh . ngồi trên xe thì dume mặt cứ nhìn lên trời =)) đéo hiểu chúng nó sĩ oai cái lol gì luôn .,"[23, 25]"
23747,Phim hay tuyệt luôn. Ban đầu tưởng SE thì kể cũng buồn nhưng kết HE nhée 😛,"[2, 10]"
15234,chúc mừng cã nhà quá may mắn,"[2, 10, 8]"
1332,per con nghĩ cậu nên thử,[6]
12480,Vũ Huế khổ cả ông chồng có ng vợ như Thuận nữa chứ bác 🤣,[0]
tik021918,muốn là chủ động còn k muốn thì k có từ bắt đầu =))),"[4, 0]"
1621,"ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né . cuối cùng nó phải lên phòng ý tế băng đầu ( lớp 1 🤣) "" tôi đã nợ chàng trai ấy một cái "" đập đầu "" ""🤣","[0, 25, 2]"
26214,Vào tù mà hối với hận.,[18]
14660,Mãi yêu❤️,[3]
917,cứ sợ rớt điện thoại :)))) sợ nhất là lỡ khúc nào khó là té không thể tả nổi,"[16, 17, 0]"
2065,ôi cưng cưng quá,"[2, 3]"
11302,"Trách nhiệm của mọi ng ở đâu vậy hả???😭😭😭. Trời ơi! Lái xe. Cô đưa đón trẻ, cuối cùng là giáo viên chủ nhiệm… Cứ cho lái xe và cô đưa đón trẻ là loại vô trách nhiệm đi thì còn cô chủ nhiệm k thấy cháu đến lớp thì liên hệ gia đình sẽ cứu được cháu! Sao lại vô trách nhiệm thế được, quá đau xót , chỉ còn 1 ngày nữa là cháu nghỉ hè và lên lớp 1 thui…. Ôi!!!","[22, 20, 24]"
30898,"Học lực hiểu lực mà không chấp hành lực, dậy hỏi cô tài xế đỏ có học lực Hà không mà chạy xe theo ý của mình dậy","[25, 24]"
1250,"t cu ̃ người cu ̀ người nghê ̀. theo kinh nghiê ̣ mày thi ̀ thâ ́ y top như ̃ người kha ́ ch ơ ̉ vô y ́ thư ́ c nhâ ́ tao la ̀ trung quô ́ c , â ́ n đô ̣ va ̀ đương nhiên co ́ ca ̉ viê ̣ tao nam - _ - biê ́ tao co ́ người na ̀ y người kia nhưng khi đi ̉ ti ̀ nh tra ̣ người diê ̃ n ra qua ́ nhiê ̀ u thi ̀ người ta se ̃ đa ́ nh gia ́ ca ̉ 1 nê ̀ n văn ho ́ anh .",[27]
2124,má lỡ té xuống 1 cái tao nói lên tắm 8 năm cũng đéo sạch nữa,"[23, 25, 16]"
6949,Trần Dinh Kini nhờ cái mỏ,[27]
19962,Đam mê hay ha🥹,"[2, 0, 1]"
5130,nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :)),"[24, 25]"
28893,Lê Đình Tài cô giáo nào bạn???,[14]
28865,Long King a long báo qua tới đây nữa 🤣🤣🤣🤣,[0]
19738,"Nguyễn Hải Linh nói rõ hơn là ảnh vừa giỏi, vừa giàu, vừa dũng cảm nữa đó a, nhà có mấy căn cho thuê nè😊","[2, 8]"
you003137,"E thuộc tuýp ng hướng nội, em là một học sinh giỏi trong lớp, nhưng lại khá ngại dơ tay, vì sợ sai, bị đánh giá và bị chọc là &quot;trời sai rồi kìa&quot;. Thật sự e rất để tâm những lời nói đó, nên nó ảnh hưởng tới e đến mức e rất ít khi dơ tay dù biết đáp án. Làm sao để vượt qua đây..","[4, 16, 17]"
you003158,"Trước đây e đã rất tự ti nhưng cũng dần cởi mở hơn. Hiện tại e đi du học đến một đất nước xa lạ ,đặc biệt là rào cản ngôn ngữ , giường như em đang đẩy mình vào trong nhà và đóng cửa không chịu ra ngoài","[17, 16]"
tik005299,2 vc này ở đâu vậy xin đia chỉ mình gửi đồ cho,"[6, 14]"
30750,Phương Nguyễn  coi ni,[27]
thr000109,"ê đang thấy vậy luôn nè =)) mặc dù được anh lead nxet là thích nghi nhanh nma t tự thấy t đần vcl huhu, kiểu mng nhảy số rất nhanh còn t thì load siêu chậm luôn ấy 😇😇","[20, 11]"
5344,t cũn gặp 1 ca như vậy mà chúng nó còn chơi chét bánh kem cơ . bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,"[25, 24]"
tik010228,"m may mắn là vẫn còn ông bà nội ngoại nên m rất chân trọng ông bà 😇
bởi vì bố m mới mất nên m nhận ra rất nhiều điều 😭
chỉ có khi mất đi chúng ta mới thấy nó đáng quý nhường nào","[12, 9]"
tik002240,🙏🙏🙏🙏🙏🙏🙏🙏🙏,[9]
you003489,"Tình yêu đầu ai cũng yêu hết dạ , sau này yêu ng khác thì chỉ có 1 nữa",[20]
32159,Hân Như haha zữ zội,[0]
23914,CĐM sao nhạy cảm như đàn bà mới đẻ vậy 🙁?,[25]
tik014475,Ngại thiettt🗿,[19]
4004,chưa bao giờ bắn trúng 😬,"[20, 25]"
you002568,Tiêu cực từ những HATERS bình luận vào channel của em làm em rất thất vọng luôn. Thanks chị vì video rất bổ ích.,"[21, 9, 20]"
13418,Trương Đình Phước xăng lên bên grab có đc tăng phí ship 1 đơn k ạ. Chứ 12k sao sống 😞,"[25, 21]"
6750,rất là hâm mộ chị với tài nấu ăn ngon lại có nét dịu dàng rất tự nhiên thật sự thích ❤️,"[3, 8]"
tik018205,Tự ti da đen đi đâu cx ngại,[19]
33304,"Thuỳ Linh vụ này cũ
 Mấy năm r",[27]
11565,Nhìn nó lực thế kia,"[8, 0]"
red000282,"Hồi cấp 3 con bạn cùng bàn có dare t nắn ngực nó
 Đến bh t vẫn chưa được sờ vào ngực người phụ nữ nào",[18]
13857,Ra ca lại mất khả nhiều tiền r dm mày rời phải nhà t biết cái sai 2 mẹ con nhà mày,"[24, 25]"
5260,phim này rất hay .,"[2, 8]"
tik008777,tui cũng muốn vá mà 😌,[4]
14655,Lê Hai iu chứ,[3]
488,"per , nhơ cai thời sv ở tro , :)",[2]
5786,"tao cũng như mày đây . không sao cả , hãy tự hào vì tên mày vẫn rất đẹp","[5, 7, 8]"
tik012188,tôi rất hối hận nếu đc quay lại thì chiều nào cũng trúng đề.,[18]
1410,tao ghét và tao sợ nó,"[16, 24, 23]"
849,em đi bộ chết mẹ đây này,[21]
27641,Richa ricon đáy xã hội tao đéo ngu như mày mà ko biết hiếp dâm thì dù là vợ chồng đều có thể bị kiện nếu quan hệ khi đối phương ko đồng ý ok 👌. Lấy ví dụ trong mấy cái bóng đá làm gì tao có coi hay quan tâm đến bóng đá đéo đâu mà kể với tao khóc với tao 🤔,[25]
